iana_name,standard_abbr,iana_group_abbr,iana_group,windows_id,windows_name,windows_display,windows_group_id,windows_group_name,windows_group_display,closest_windows_display
Pacific/Johnston,HST,HST,Pacific/Honolulu,NA,NA,NA,200,Hawaiian Standard Time,(UTC-10:00) Hawaii,(UTC-10:00) Hawaii
Pacific/Kanton,+13,+13,Pacific/Tongatapu,NA,NA,NA,2500,Tonga Standard Time,(UTC+13:00) Nuku'alofa,(UTC+13:00) Nuku'alofa
Pacific/Kosrae,+11,+11,Asia/Magadan,2300,Central Pacific Standard Time,"(UTC+11:00) Solomon Is., New Caledonia",2310,Magadan Standard Time,(UTC+12:00) Magadan,"(UTC+11:00) Solomon Is., New Caledonia"
Pacific/Kwajalein,+12,+12,Pacific/Fiji,2430,UTC+12,(UTC+12:00) Coordinated Universal Time +12,2400,Fiji Standard Time,(UTC+12:00) Fiji,(UTC+12:00) Coordinated Universal Time +12
Pacific/Majuro,+12,+12,Pacific/Fiji,2430,UTC+12,(UTC+12:00) Coordinated Universal Time +12,2400,Fiji Standard Time,(UTC+12:00) Fiji,(UTC+12:00) Coordinated Universal Time +12
Pacific/Nauru,+12,+12,Pacific/Fiji,2430,UTC+12,(UTC+12:00) Coordinated Universal Time +12,2400,Fiji Standard Time,(UTC+12:00) Fiji,(UTC+12:00) Coordinated Universal Time +12
Pacific/Noumea,+11,+11,Asia/Magadan,2300,Central Pacific Standard Time,"(UTC+11:00) Solomon Is., New Caledonia",2310,Magadan Standard Time,(UTC+12:00) Magadan,"(UTC+11:00) Solomon Is., New Caledonia"
Pacific/Palau,+09,JST,Asia/Tokyo,2110,Tokyo Standard Time,"(UTC+09:00) Osaka, Sapporo, Tokyo",2110,Tokyo Standard Time,"(UTC+09:00) Osaka, Sapporo, Tokyo","(UTC+09:00) Osaka, Sapporo, Tokyo"
Pacific/Pohnpei,+11,+11,Asia/Magadan,NA,NA,NA,2310,Magadan Standard Time,(UTC+12:00) Magadan,(UTC+12:00) Magadan
Pacific/Ponape,+11,+11,Asia/Magadan,2300,Central Pacific Standard Time,"(UTC+11:00) Solomon Is., New Caledonia",2310,Magadan Standard Time,(UTC+12:00) Magadan,"(UTC+11:00) Solomon Is., New Caledonia"
Pacific/Port_Moresby,+10,AEST,Australia/Brisbane,2240,West Pacific Standard Time,"(UTC+10:00) Guam, Port Moresby",2210,E. Australia Standard Time,(UTC+10:00) Brisbane,"(UTC+10:00) Guam, Port Moresby"
Pacific/Rarotonga,-10,HST,Pacific/Honolulu,200,Hawaiian Standard Time,(UTC-10:00) Hawaii,200,Hawaiian Standard Time,(UTC-10:00) Hawaii,(UTC-10:00) Hawaii
Pacific/Saipan,ChST,AEST,Australia/Brisbane,2240,West Pacific Standard Time,"(UTC+10:00) Guam, Port Moresby",2210,E. Australia Standard Time,(UTC+10:00) Brisbane,"(UTC+10:00) Guam, Port Moresby"
Pacific/Tahiti,-10,HST,Pacific/Honolulu,200,Hawaiian Standard Time,(UTC-10:00) Hawaii,200,Hawaiian Standard Time,(UTC-10:00) Hawaii,(UTC-10:00) Hawaii
Pacific/Tarawa,+12,+12,Pacific/Fiji,2430,UTC+12,(UTC+12:00) Coordinated Universal Time +12,2400,Fiji Standard Time,(UTC+12:00) Fiji,(UTC+12:00) Coordinated Universal Time +12
Pacific/Truk,+10,AEST,Australia/Brisbane,2240,West Pacific Standard Time,"(UTC+10:00) Guam, Port Moresby",2210,E. Australia Standard Time,(UTC+10:00) Brisbane,"(UTC+10:00) Guam, Port Moresby"
Pacific/Wake,+12,+12,Pacific/Fiji,2430,UTC+12,(UTC+12:00) Coordinated Universal Time +12,2400,Fiji Standard Time,(UTC+12:00) Fiji,(UTC+12:00) Coordinated Universal Time +12
Pacific/Wallis,+12,+12,Pacific/Fiji,2430,UTC+12,(UTC+12:00) Coordinated Universal Time +12,2400,Fiji Standard Time,(UTC+12:00) Fiji,(UTC+12:00) Coordinated Universal Time +12
Pacific/Yap,+10,AEST,Australia/Brisbane,NA,NA,NA,2210,E. Australia Standard Time,(UTC+10:00) Brisbane,(UTC+10:00) Brisbane
Poland,CET,CET,Europe/Paris,NA,NA,NA,1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Brussels, Copenhagen, Madrid, Paris"
Portugal,WET,GMT,Europe/London,NA,NA,NA,1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London","(UTC) Dublin, Edinburgh, Lisbon, London"
ROC,CT,PT,Asia/Manila,NA,NA,NA,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
ROK,KST,JST,Asia/Tokyo,NA,NA,NA,2110,Tokyo Standard Time,"(UTC+09:00) Osaka, Sapporo, Tokyo","(UTC+09:00) Osaka, Sapporo, Tokyo"
Singapore,+08,PT,Asia/Manila,NA,NA,NA,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Turkey,+03,MSK,Europe/Moscow,NA,NA,NA,1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd","(UTC+04:00) Moscow, St. Petersburg, Volgograd"
UCT,UTC,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
US/Alaska,AKST,AKST,America/Anchorage,NA,NA,NA,300,Alaskan Standard Time,(UTC-09:00) Alaska,(UTC-09:00) Alaska
US/Arizona,MT,MT,America/Phoenix,NA,NA,NA,520,US Mountain Standard Time,(UTC-07:00) Arizona,(UTC-07:00) Arizona
US/Central,CT,CT,America/Chicago,NA,NA,NA,620,Central Standard Time,(UTC-06:00) Central Time (US and Canada),(UTC-06:00) Central Time (US and Canada)
US/East-Indiana,ET,ET,America/New_York,NA,NA,NA,700,Eastern Standard Time,(UTC-05:00) Eastern Time (US and Canada),(UTC-05:00) Eastern Time (US and Canada)
US/Eastern,ET,ET,America/New_York,NA,NA,NA,700,Eastern Standard Time,(UTC-05:00) Eastern Time (US and Canada),(UTC-05:00) Eastern Time (US and Canada)
US/Hawaii,HST,HST,Pacific/Honolulu,NA,NA,NA,200,Hawaiian Standard Time,(UTC-10:00) Hawaii,(UTC-10:00) Hawaii
US/Indiana-Starke,CT,CT,America/Chicago,NA,NA,NA,620,Central Standard Time,(UTC-06:00) Central Time (US and Canada),(UTC-06:00) Central Time (US and Canada)
US/Michigan,ET,ET,America/New_York,NA,NA,NA,700,Eastern Standard Time,(UTC-05:00) Eastern Time (US and Canada),(UTC-05:00) Eastern Time (US and Canada)
US/Mountain,MT,MT,America/Denver,NA,NA,NA,500,Mountain Standard Time,(UTC-07:00) Mountain Time (US and Canada),(UTC-07:00) Mountain Time (US and Canada)
US/Pacific,PT,PT,America/Los_Angeles,NA,NA,NA,400,Pacific Standard Time,(UTC-08:00) Pacific Time (US and Canada),(UTC-08:00) Pacific Time (US and Canada)
UTC,UTC,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
Universal,UTC,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
W-SU,MSK,MSK,Europe/Moscow,NA,NA,NA,1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd","(UTC+04:00) Moscow, St. Petersburg, Volgograd"
WET,WET,GMT,Europe/London,NA,NA,NA,1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London","(UTC) Dublin, Edinburgh, Lisbon, London"
Zulu,UTC,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
